RFQ Timestamp,Maturity Date,Status,Rejected message,CNPJ,Counterparty,Product,DC (adj),Currency,Parity,Notional,Spot Cost (Sett. Rate),Spot FX,Yield (CCY),Yield (Client),Yield (BRL) cost rate,Yield (BRL) client rate,FWD,rfq_channel,FWD-Client,Side (Blotter),Side
2025-12-08 17:24:48,2027-06-13,NOTH.DONE,,63582860000109,MOCK CLIENT 15 LTDA,FXNDF,552,USD,USD/BRL,"729.867,38","5,2606","5,2606","0,09393","0,118597","0,14686","0,14701","5,6875",OX_CHANNEL_BLP,"5,678",Compra,Venda
2025-12-08 16:00:07,2026-04-17,REJECTED,FXSupplier desk offline,44818739000189,MOCK CLIENT 03 LTDA,FXNDF,-,USD,USD/BRL,"10.029.323,42",-,-,-,-,-,-,-,OX_CHANNEL_BLP,-,Venda,Compra
2025-12-08 13:10:32,2026-05-15,REJECTED,"System is not ready (marketdata), ask for OctaX PRO support",97938732000138,MOCK CLIENT 02 LTDA,FXNDF,-,USD,USD/BRL,"3.163,95",-,-,-,-,-,-,-,OX_CHANNEL_360T,-,Venda,Compra
2025-12-08 11:02:26,2026-07-30,DEAL,-,44818739000189,MOCK CLIENT 03 LTDA,FXNDF,234,USD,USD/BRL,"3.295.275,27","5,0582","5,0582","0,06557","0,04662","0,14481","0,14432","5,3187",OX_CHANNEL_360T,"5,3281",Venda,Compra
2025-12-08 10:23:12,2027-04-25,NOTH.DONE,,79438277000140,MOCK CLIENT 01 LTDA,FXNDF,503,JPY,JPY/BRL,"768.487,80","0,0346","0,0346","0,10333","0,14984","0,14981","0,14982","0,0368",OX_CHANNEL_BLP,"0,0368",Compra,Venda
2025-12-07 13:36:26,2026-01-16,DEAL,-,97938732000138,MOCK CLIENT 02 LTDA,FXNDF,40,USD,USD/BRL,"452.564,83","5,023","5,023","0,11939","0,166668","0,14431","0,14446","5,0369",OX_CHANNEL_RFQAPI,"5,0445",Compra,Venda
2025-12-07 13:20:41,2026-03-11,REJECTED,Could not fetch client spreads (7),30207392000127,MOCK CLIENT 09 LTDA,FXNDF,-,BRL,USD/BRL,"27.426,28",-,-,-,-,-,-,-,OX_CHANNEL_360T,-,Venda,Compra
2025-12-06 16:39:41,2026-10-03,NOTH.DONE,,79438277000140,MOCK CLIENT 01 LTDA,FXNDF,301,USD,USD/BRL,"11.765,41","5,507","5,507","0,12388","0,153944","0,14203","0,14241","5,5906",OX_CHANNEL_BLP,"5,5584",Compra,Venda
2025-12-06 15:44:19,2026-02-24,NOTH.DONE,,97938732000138,MOCK CLIENT 02 LTDA,FXNDF,80,USD,USD/BRL,"1.785,88","5,5441","5,5441","0,06708","0,060531","0,14503","0,14475","5,6401",OX_CHANNEL_360T,"5,6794",Venda,Compra
2025-12-06 11:53:22,2025-12-20,NOTH.DONE,,71894122000155,MOCK CLIENT 29 LTDA,FXNDF,14,USD,USD/BRL,"521.025,22","5,3876","5,3876","0,09128","0,074123","0,13992","0,13954","5,3978",OX_CHANNEL_BLP,"5,3848",Compra,Venda
2025-12-06 11:15:33,2026-05-22,NOTH.DONE,,28113524000117,MOCK CLIENT 06 LTDA,FXNDF,167,USD,USD/BRL,"879.830,55","5,1434","5,1434","0,10562","0,143494","0,14699","0,14669","5,2421",OX_CHANNEL_360T,"5,2598",Venda,Compra
2025-12-05 16:19:09,2025-12-13,NOTH.DONE,,15305888000113,MOCK CLIENT 30 LTDA,FXNDF,8,USD,USD/BRL,"921.436,91","5,2809","5,2809","0,07543","0,087956","0,1458","0,14611","5,2892",OX_CHANNEL_360T,"5,3049",Venda,Compra
2025-12-05 14:02:34,2027-03-08,REJECTED,e-sales: disabled autoflow,79438277000140,MOCK CLIENT 01 LTDA,FXNDF,-,USD,USD/BRL,"249.633.172,50",-,-,-,-,-,-,-,OX_CHANNEL_360T,-,Compra,Venda
2025-12-05 09:27:56,2027-09-13,REJECTED,Could not fetch client spreads (7),79438277000140,MOCK CLIENT 01 LTDA,FXNDF,-,USD,USD/BRL,"17.568.281,06",-,-,-,-,-,-,-,OX_CHANNEL_BLP,-,Compra,Venda
2025-12-04 16:51:29,2025-12-30,NOTH.DONE,,39422361000116,MOCK CLIENT 25 LTDA,FXNDF,26,EUR,EUR/BRL,"208.693,98","6,5161","6,5161","0,13021","0,121202","0,13938","0,13932","6,5204",OX_CHANNEL_BLP,"6,5474",Venda,Compra
2025-12-04 15:20:56,2027-05-03,REJECTED,Notional below the parameter e-sales,88823153000167,MOCK CLIENT 12 LTDA,FXNDF,-,USD,USD/BRL,"112.500,75",-,-,-,-,-,-,-,OX_CHANNEL_BLP,-,Venda,Compra
2025-12-04 12:10:17,2025-12-10,REJECTED,System is offline (healthcheck),79438277000140,MOCK CLIENT 01 LTDA,FXNDF,-,BRL,USD/BRL,"2.594.661,28",-,-,-,-,-,-,-,OX_CHANNEL_RFQAPI,-,Compra,Venda
2025-12-04 11:09:21,2027-01-01,NOTH.DONE,,44818739000189,MOCK CLIENT 03 LTDA,FXNDF,393,BRL,USD/BRL,"501.038,77","5,3132","5,3132","0,07967","0,122302","0,1364","0,136","5,6422",OX_CHANNEL_360T,"5,6662",Compra,Venda
2025-12-04 10:19:42,2026-05-19,REJECTED,Invalid maturity range,79438277000140,MOCK CLIENT 01 LTDA,FXNDF,-,USD,USD/BRL,"8.132,29",-,-,-,-,-,-,-,OX_CHANNEL_BLP,-,Compra,Venda
2025-12-03 16:27:51,2025-12-11,NOTH.DONE,,79438277000140,MOCK CLIENT 01 LTDA,FXNDF,8,BRL,USD/BRL,"10.873.825,85","5,519","5,519","0,11533","0,1387","0,14646","0,14659","5,5228",OX_CHANNEL_BLP,"5,5488",Venda,Compra
2025-12-03 13:07:45,2026-11-17,REJECTED,FXSupplier desk offline,49824619000146,MOCK CLIENT 18 LTDA,FXNDF,-,BRL,USD/BRL,"41.200,91",-,-,-,-,-,-,-,OX_CHANNEL_360T,-,Venda,Compra
2025-12-03 10:47:42,2026-08-21,NOTH.DONE,,97938732000138,MOCK CLIENT 02 LTDA,FXNDF,261,BRL,USD/BRL,"9.549.010,21","5,1877","5,1877","0,13099","0,16769","0,13817","0,13775","5,2147",OX_CHANNEL_360T,"5,1739",Compra,Venda
